drift.est [0,0.05) [0.05,0.1) [0.1,0.15) [0.15,0.2) [0.2,0.25) [0.25,0.3) [0.3,0.35) [0.35,0.4) [0.4,0.45) [0.45,0.51)
PEL 0.0001 0.007029 0.012254 0.016864 0.020187 0.024984 0.024494 0.02731 0.033527 0.035545
file pos log10.pval.target.1 obs.freq.target.1 exp.freq.target.1 AIC.neutral.target.1 AIC.postadmix.target.1 AIC.insurr.source1target.1 AIC.insurr.source2target.1 AIC.insurr.source3target.1 sel.postadmix.target.1 sel.insurr.source1target.1 sel.insurr.source2target.1 sel.insurr.source3target.1
6 104077859 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 104198698 0.507 0.9882 0.9955 19.958 20.582 20.685 20.628 21.923 -0.62 -0.886 -0.675 209715.1
6 104541595 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 104550588 0.61 0.8118 0.9158 146.921 130.526 126.812 133.311 146.795 -0.608 -0.735 -0.881 1677721.5
6 104705483 1.729 0.5941 0.9457 395.127 201.508 177.463 233.626 365.739 -0.932 -0.999 -1.118 -1.184
6 105179850 0.01 0.7824 0.7533 140.673 141.879 141.078 142.649 142.471 0.177 0.365 -0.102 -0.638
6 105711992 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
6 105991701 0 1 0.9986 0.47 2.34 2.426 2.449 2.34 9.5 6710886.3 3355443.1 25.5
6 106982784 0 1 0.9956 1.514 2.34 3.276 2.34 3.507 12.7 13421772.7 19.1 419430.3
6 107142072 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
6 107827789 0 1 0.9959 1.408 2.34 3.344 3.384 2.34 76.7 3355443.1 1677721.5 307.1
6 108147316 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 109147176 0 1 0.9972 0.955 2.34 2.776 2.688 2.576 25.5 13421772.7 13421772.7 53687091.1
6 109956034 0.003 0.9353 0.907 67.789 67.992 67.958 69.686 69.784 0.484 0.516 104857.5 3.9
6 110581498 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
6 111210255 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 111921776 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 112780111 1.243 1 0.9731 9.259 2.34 2.34 11.191 11.251 38.3 38.3 838860.7 104857.5
6 113454700 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
6 113504691 0.448 0.9941 0.9967 11.522 13.243 13.06 12.982 13.281 -0.441 -0.801 -0.652 1677721.5
6 113540885 0 1 0.9987 0.436 2.34 2.395 2.416 2.34 6.3 6710886.3 3355443.1 19.1
6 113802818 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 114218573 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 114246020 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
6 114435488 0 1 0.9974 0.893 2.34 2.677 2.34 2.886 6.3 26843545.5 9.5 838860.7
6 114634635 0 1 0.9985 0.504 2.34 2.457 2.483 2.34 9.5 6710886.3 3355443.1 38.3
6 115295813 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 116086231 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
6 116138967 0 1 0.9978 0.746 2.34 2.688 2.723 2.34 25.5 6710886.3 3355443.1 76.7
6 116322529 0.468 1 0.9846 5.291 2.34 2.34 7.224 7.283 19.1 19.1 1677721.5 104857.5
6 116619679 0 0.9941 0.9886 11.052 12.503 12.913 11.66 12.936 0.934 838860.7 48.056 -0.572
6 117242713 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
6 117248746 0 1 0.9981 0.642 2.34 2.587 2.62 2.34 19.1 6710886.3 3355443.1 76.7
6 117267144 0.005 1 0.9922 2.672 2.34 2.34 4.605 4.664 9.5 9.5 1677721.5 209715.1
6 117371358 0.298 0.9353 0.8291 83.177 68.215 66.922 79.897 84.837 1.98 4.244 3355443.1 419430.3
6 117533863 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
6 117764421 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
6 117768501 0.487 0.9941 0.9969 8.978 10.64 10.949 10.866 9.888 -0.477 2.231 3.705 -0.797
6 117837564 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
6 118332221 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 119009913 0.568 0.1941 0.3891 161.939 133.759 131.526 145.118 163.509 -0.624 -0.783 -1.221 -0.92
6 119641598 0.005 1 0.9922 2.672 2.34 2.34 4.605 4.664 9.5 9.5 1677721.5 209715.1
6 119801677 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
6 120021380 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 120053259 0.667 0.9824 0.9952 27.335 25.831 27.915 24.391 28.743 -0.736 -0.918 -0.889 -0.7
6 120374342 0 1 0.9987 0.436 2.34 2.395 2.416 2.34 6.3 6710886.3 3355443.1 19.1
6 120850827 0 1 0.9987 0.436 2.34 2.395 2.416 2.34 6.3 6710886.3 3355443.1 19.1
6 121421480 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
6 121473010 0.642 0.9882 0.9965 23.605 23.576 20.941 25.396 25.598 -0.703 -0.927 -0.462 26214.3
6 121498255 0.717 0.7941 0.9192 159.112 135.041 134.334 154.15 158.114 -0.663 -0.685 -0.99 -0.999
6 122110417 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
6 122255507 0.868 0.9882 0.9976 18.235 16.991 19.873 18.972 15.873 -0.804 -0.845 -0.972 -0.931
6 122611687 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
6 122822272 0.744 0.1588 0.3851 158.617 118.816 118.523 141.098 159.248 -0.699 -0.802 -1.215 -1.139
6 123842227 0.726 0.9353 0.9625 66.293 65.366 65.562 66.484 60.615 -0.442 -0.833 -0.469 -1.007
6 123876391 0 1 0.9985 0.504 2.34 2.457 2.483 2.34 9.5 6710886.3 3355443.1 38.3
6 123937738 0.933 0.9882 0.8539 58.692 21.544 18.519 60.624 60.513 13.462 166.3 104857.5 209715.1
6 124395164 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
6 124665051 0.283 0.7706 0.6439 156.933 146.14 147.346 150.366 158.149 0.86 1.073 3355443.1 419430.3
6 124701520 0 1 0.9979 0.711 2.34 2.654 2.688 2.34 25.5 6710886.3 3355443.1 76.7
6 125183903 0.483 0.9647 0.981 46.321 46.33 45.081 47.751 46.551 -0.481 -0.942 -0.475 -0.895
6 125522716 0.851 0.9941 0.9982 13.034 14.767 14.982 15.013 14.767 19.1 209715.1 104857.5 51.1
6 125713428 0.089 0.9294 0.8724 72.309 68.461 62.5 72.668 74.282 0.937 13421772.7 1.131 0.6
6 126794643 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 126857044 0 1 0.998 0.677 2.34 2.62 2.654 2.34 19.1 6710886.3 3355443.1 76.7
6 127056576 0 1 0.9986 0.47 2.34 2.426 2.449 2.34 9.5 6710886.3 3355443.1 25.5
6 127462529 0 1 0.9982 0.61 2.34 2.436 2.354 2.576 3.1 13421772.7 6710886.3 6710886.3
6 127619216 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
6 127733134 0.199 0.9647 0.9734 41.628 43.174 42.869 43.472 43.239 -0.255 -0.626 -0.205 -0.791
6 128853468 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
6 129378849 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
6 129544970 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
6 129873318 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 130270954 0.06 0.7706 0.7739 141.623 143.612 143.578 143.598 143.117 -0.019 -0.045 0.197 419430.3
6 130279570 0 1 0.9974 0.893 2.34 2.677 2.34 2.886 6.3 26843545.5 9.5 838860.7
6 130595271 0.209 0.5588 0.6429 183.363 180.271 179.99 183.364 184.424 -0.297 -0.358 -0.627 -0.955
6 130640077 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
6 131181332 0.61 0.8353 0.9336 146.509 129.198 125.843 140.459 144.702 -0.64 -0.751 -0.802 -1
6 131225120 0.267 0.9941 0.9955 9.452 11.386 11.403 11.444 11.274 -0.238 4.95 -0.361 -0.484
6 131255356 0.976 0.6647 0.8976 231.388 165.987 167.799 174.864 229.82 -0.775 -0.822 -1.002 -1.048
6 131349830 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 131478162 0.117 0.9941 0.9846 11.991 12.656 12.681 13.937 13.984 1.65 1.669 419430.3 52428.7
6 131481174 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 131816405 0 1 0.9968 1.093 2.34 3.03 3.07 2.34 51.1 6710886.3 1677721.5 153.5
6 131974851 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 131997988 0.005 1 0.9922 2.672 2.34 2.34 4.605 4.664 9.5 9.5 1677721.5 209715.1
6 133019468 0 0.9941 0.9919 10.577 12.467 12.485 12.482 12.57 0.371 838860.7 0.392 52428.7
6 133540450 0 1 0.9959 1.397 2.34 2.346 3.331 3.363 4.7 838860.7 3355443.1 1677721.5
6 133986923 1.358 1 0.9715 9.824 2.34 2.677 11.191 11.817 38.3 53687091.1 6710886.3 52428.7
6 134068533 0.72 1 0.9808 6.608 2.34 2.34 8.541 8.6 25.5 25.5 838860.7 104857.5
6 134099004 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 135102507 0.005 1 0.9922 2.672 2.34 2.34 4.605 4.664 9.5 9.5 1677721.5 209715.1
6 135469663 0.879 0.9941 0.9983 12.101 13.049 12.921 13.235 11.366 -0.71 -0.847 -0.815 -0.997
6 136235568 0.057 0.5824 0.5414 176.956 177.797 177.865 178.362 178.578 0.181 0.224 0.684 209715.1
6 136283497 0 1 0.9984 0.539 2.34 2.489 2.517 2.34 12.7 6710886.3 3355443.1 38.3
6 136455778 0 1 0.9984 0.539 2.34 2.489 2.517 2.34 12.7 6710886.3 3355443.1 38.3
6 136498931 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
6 136551943 0 1 0.9965 1.203 2.34 2.973 2.34 3.196 9.5 13421772.7 19.1 419430.3
6 136635603 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 136848116 0 1 0.9966 1.163 2.34 3.1 3.139 2.34 51.1 6710886.3 1677721.5 204.7
6 136938098 0.776 0.9882 0.9972 18.113 17.352 19.631 19.313 16.63 -0.771 -0.854 -0.966 -0.908
6 137818747 0.415 0.0882 0.2247 101.716 81.403 83.527 90.498 94.581 -0.668 -0.826 -1.009 -731
6 137953385 0.313 0.6588 0.7566 179.099 172.84 174.065 174.442 178.495 -0.382 -0.466 -0.833 -1.209
6 138036676 0.606 0.9529 0.9743 54.248 53.701 55.424 53.377 56.127 -0.473 -0.939 -0.577 -0.431
6 138350772 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
6 138560991 0.098 0.9765 0.9805 32.133 33.996 34.014 33.615 33.687 -0.176 -0.288 -0.495 838860.7
6 138937594 0 0.9941 0.9919 9.609 11.499 11.434 11.542 11.601 0.371 1677721.5 0.303 52428.7
6 139464169 0 0.9882 0.9831 19.085 20.781 21.026 20.686 20.958 0.447 209715.1 0.684 -0.802
6 139617590 0.061 0.1235 0.1768 104.074 102.436 99.347 105.499 106.056 -0.345 -0.697 -0.375 0.813
6 139679126 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
6 140116710 0.005 1 0.9922 2.672 2.34 2.34 4.605 4.664 9.5 9.5 1677721.5 209715.1
6 140217915 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
6 140320019 0.95 0.9882 0.9979 21.475 19.797 20.462 20.604 21.934 -0.828 -0.91 -0.979 -0.848
6 140339698 18.979 0.6647 0.9701 362.575 173.348 161.317 234.522 348.02 -0.94 -0.972 -1.012 -1.017
6 141195851 0 0.9765 0.9388 37.024 33.607 28.843 38.776 38.995 1.706 13421772.7 0.67 104857.5
6 141471724 0 1 0.9968 1.093 2.34 3.03 3.07 2.34 51.1 6710886.3 1677721.5 153.5
6 142010729 0.09 0.7765 0.7887 136.711 138.558 138.387 138.701 138.68 -0.07 -0.131 0.072 0.556
6 142025355 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
6 142772092 2.924 1 0.95 17.441 2.34 2.395 19.372 19.335 76.7 13421772.7 419430.3 419430.3
6 143009993 0 1 0.9986 0.47 2.34 2.426 2.449 2.34 9.5 6710886.3 3355443.1 25.5
6 143173976 0.146 0.8765 0.7944 105.929 100.026 100.482 102.788 107.649 0.837 1.139 3355443.1 104857.5
6 143263953 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 143676082 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
6 143765607 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 145103583 0.292 0.9941 0.9957 13.239 15.15 13.574 15.239 14.653 -0.27 -0.859 -0.042 3355443.1
6 145123486 0 1 0.9985 0.504 2.34 2.457 2.483 2.34 9.5 6710886.3 3355443.1 38.3
6 146090599 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
6 146912940 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
6 147520859 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
6 148440771 0.892 0.9941 0.9983 9.392 10.31 11.392 11.392 9.141 -0.717 0 0.002 -0.906
6 149436297 0 1 0.9977 0.782 2.34 2.605 2.517 2.576 12.7 13421772.7 13421772.7 26843545.5
6 150127249 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
6 150557779 0.154 0.9412 0.8715 71.712 64.731 65.689 70.344 71.591 1.359 1.903 3355443.1 3355443.1
6 150874642 0.165 0.2 0.1687 140.23 141.098 141.448 140.458 142.224 0.232 0.245 1.311 -0.913
6 151036538 2.339 1 0.9579 14.626 2.34 2.34 16.557 16.618 76.7 76.7 419430.3 52428.7
6 151594440 0.564 0.9765 0.9911 32.658 31.779 33.326 32.144 32.568 -0.631 -0.922 -0.68 -0.935
6 151600936 0.26 0.1765 0.2941 131.711 121.04 118.517 126.481 133.673 -0.491 -0.75 -0.859 1.1
6 151623281 0.156 0.9471 0.8765 66.485 58.782 58.582 64.404 68.007 1.525 4.356 6.425 838860.7
6 151738566 0.188 0.9647 0.9518 42.003 43.327 41.981 43.89 44.003 0.385 10.45 0.312 -0.062
6 151906487 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 152281320 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
6 152398669 1.022 0.9529 0.7267 116.34 58.434 58.013 112.776 114.746 6.659 14.662 6710886.3 6710886.3
6 152420121 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 152590109 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
6 152690520 0 1 0.9979 0.713 2.34 2.536 2.449 2.576 9.5 13421772.7 13421772.7 13421772.7
6 152884197 0 1 0.9987 0.436 2.34 2.395 2.416 2.34 6.3 6710886.3 3355443.1 19.1
6 152895050 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 153161546 0 1 0.9987 0.436 2.34 2.395 2.416 2.34 6.3 6710886.3 3355443.1 19.1
6 153354211 0.095 0.9118 0.8445 87.288 82.478 83.551 82.899 88.227 0.912 2.347 19.1 838860.7
6 153797554 0 1 0.9983 0.573 2.34 2.522 2.551 2.34 12.7 6710886.3 3355443.1 51.1
6 154133037 0.34 0.5059 0.638 193.026 182.643 180.293 192.024 194.442 -0.42 -0.523 -0.684 -0.906
6 154759127 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
6 155367811 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
6 155405758 0.261 1 0.9427 20.082 2.34 2.34 22.012 22.074 102.3 102.3 419430.3 26214.3
6 156088185 0 1 0.9973 0.919 2.34 2.858 2.896 2.34 38.3 6710886.3 1677721.5 153.5
6 156457098 0.585 0.8235 0.9212 136.326 121.344 122.153 126.371 135.167 -0.601 -0.658 -0.897 -0.984
6 156735832 0 1 0.9983 0.573 2.34 2.522 2.551 2.34 12.7 6710886.3 3355443.1 51.1
6 157166012 0.093 0.8765 0.815 110.38 107.652 106.724 111.979 111.988 0.613 0.824 26214.3 -0.795
6 157905550 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 158288177 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
6 158472539 0.602 0.9941 0.9974 6.512 7.983 8.472 8.512 7.287 -0.565 419430.3 0.628 -0.801
6 158667008 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
6 158718659 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
6 160606347 0 1 0.9985 0.504 2.34 2.457 2.483 2.34 9.5 6710886.3 3355443.1 38.3
6 161311694 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
6 161519293 0.005 1 0.9922 2.672 2.34 2.34 4.605 4.664 9.5 9.5 1677721.5 209715.1
6 161534615 0.7 0.1588 0.0503 152.34 125.977 122.017 128.806 153.682 2.756 10.919 9.125 7.1
6 161638676 0.175 0.9941 0.9947 9.919 11.91 11.82 11.887 11.652 -0.091 838860.7 -0.181 -0.992
6 162022221 0 1 0.9953 1.619 2.34 3.555 3.595 2.34 76.7 3355443.1 1677721.5 307.1
6 162275397 0.144 0.8471 0.7687 120.904 116.427 116.681 118.492 122.758 0.67 1.141 3.925 104857.5
6 162385450 0.713 0.9941 0.9978 13.172 14.767 15.115 15.15 14.767 25.5 419430.3 209715.1 76.7
6 163073416 1.857 0.0059 0.047 21.011 14.767 13.663 14.665 21.05 -1 -1.095 -2.638 -436.492
6 163226422 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 163433604 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 163561229 0 1 0.9982 0.608 2.34 2.554 2.585 2.34 19.1 6710886.3 3355443.1 51.1
6 163991869 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 164092642 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
6 164277221 0 1 0.9974 0.893 2.34 2.677 2.34 2.886 6.3 26843545.5 9.5 838860.7
6 164824543 0.06 0.6235 0.6428 171.971 173.698 173.679 173.787 173.927 -0.08 -0.1 -0.253 13107.1
6 164930516 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 165138823 0 1 0.9986 0.47 2.34 2.426 2.449 2.34 9.5 6710886.3 3355443.1 25.5
6 165408640 0.814 0.9941 0.9004 38.516 12.634 12.791 40.446 40.334 17.75 19 209715.1 419430.3
6 165702037 0.423 0.4294 0.2804 188.154 172.841 174.687 180.37 186.743 0.939 1.261 8.7 1677721.5
6 166071915 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 166097140 1.266 0.4059 0.1067 280.383 180.21 172.592 228.087 276.732 4.738 7.825 13421772.7 3355443.1
6 166241389 0.356 0.0235 0.0129 39.261 40.039 35.579 40.417 39.844 0.852 22.725 0.845 -54.703
6 166835870 0.097 0.9824 0.9854 13.862 15.749 15.675 15.129 15.202 -0.188 838860.7 1677721.5 -0.788
6 167045378 0 1 0.9974 0.884 2.34 2.824 2.861 2.34 38.3 6710886.3 3355443.1 102.3
6 167432365 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
6 167582771 0.979 1 0.977 7.931 2.34 2.34 9.863 9.923 38.3 38.3 838860.7 104857.5
6 167593842 0.593 0.9941 0.9974 11.08 12.571 12.815 12.475 12.061 -0.555 -0.764 -0.662 -0.996
6 167706522 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
6 167894431 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
6 168146036 0.699 0.9882 0.9968 14.852 14.492 16.851 16.852 13.534 -0.739 0.001 0 -0.896
6 168402024 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 168493828 0 0.9941 0.9884 11.452 12.855 12.857 13.421 13.445 0.991 1.025 209715.1 52428.7
6 168744563 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
6 168863087 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
6 169276918 0.95 0.0118 0.0021 19.866 18.188 20.029 20.489 17.485 4.806 9.3 31.1 16.7
6 169541644 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
6 169783188 0 1 0.9987 0.436 2.34 2.395 2.416 2.34 6.3 6710886.3 3355443.1 19.1
6 170156979 0.233 1 0.9883 4.014 2.34 5.759 2.34 6.007 38.3 6710886.3 76.7 209715.1
6 170499983 0.107 0.3235 0.2911 160.842 161.992 162.151 161.953 162.465 0.164 0.188 0.856 3.575
6 170592546 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
7 89734 0 0 0.0013 0.436 2.34 2.34 2.34 2.34 -1 -19 -25.4 -1
7 779228 0 1 0.9981 0.645 2.34 2.469 2.384 2.576 4.7 13421772.7 6710886.3 13421772.7
7 790124 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
7 1361527 0 1 0.998 0.677 2.34 2.62 2.654 2.34 19.1 6710886.3 3355443.1 76.7
7 1508007 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
7 1621173 1.69 0.9706 0.999 62.476 64.476 64.476 64.476 64.476 0.1 0.1 0.1 0.3
7 1621611 1.814 0.9588 0.999 87.331 89.331 89.331 89.331 89.331 0.1 0.1 0.1 0.3
7 1632015 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
7 1735782 1.225 0.9824 0.782 87.436 27.992 28.051 87.677 89.289 14.675 20.775 1677721.5 209715.1
7 1815496 0.668 0.4353 0.6512 205.893 174.942 178.52 184.663 186.589 -0.588 -0.646 -0.991 -1.969
7 1816843 0.005 1 0.9922 2.672 2.34 2.34 4.605 4.664 9.5 9.5 1677721.5 209715.1
7 2062621 0.042 0.9647 0.9243 48.834 45.945 46.364 50.688 49.925 1.241 1.231 209715.1 1677721.5
7 2272969 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
7 2623087 0 1 0.9982 0.608 2.34 2.554 2.585 2.34 19.1 6710886.3 3355443.1 51.1
7 2667209 0.156 0.9882 0.9911 19.207 21.066 21.019 21.061 21.069 -0.244 -0.301 -0.737 838860.7
7 2821962 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
7 2835054 0.275 0.9941 0.9956 11.775 13.702 13.266 13.761 13.773 -0.246 -0.807 -0.156 13107.1
7 2958015 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
7 3070115 1.524 0.8765 0.483 225.332 108.02 102.553 212.054 227.034 6.806 12.8 6710886.3 104857.5
7 3078693 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
7 3371631 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
7 3704405 0.382 0.5294 0.6662 194.9 183.28 184.721 186.94 189.589 -0.437 -0.486 -0.885 -1.705
7 4454775 0 1 0.9987 0.436 2.34 2.395 2.416 2.34 6.3 6710886.3 3355443.1 19.1
7 4856238 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
7 5006059 0.935 0.9941 0.9984 10.635 11.464 12.273 12.635 10.478 -0.733 -0.786 0.001 -0.915
7 5013116 0.229 0.0176 0.0308 26.678 27.52 26.572 28.173 27.785 -0.435 -1.082 -0.525 48.4
7 5118775 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
7 6418974 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
7 6596645 1.267 0.9941 0.999 12.767 14.767 14.767 14.767 14.767 0.1 0.1 0.1 0.3
7 6759415 0.54 0.9235 0.7689 102.15 75.217 73.089 103.374 104.095 2.652 3.594 838860.7 0.6
7 6937279 0 1 0.996 1.37 2.34 2.34 3.304 3.363 4.7 4.7 3355443.1 419430.3
7 7256763 0 1 0.9983 0.583 2.34 2.415 2.34 2.576 3.1 13421772.7 4.7 1677721.5
7 7631335 0 1 0.9987 0.436 2.34 2.395 2.416 2.34 6.3 6710886.3 3355443.1 19.1
7 7685176 0 1 0.9986 0.47 2.34 2.426 2.449 2.34 9.5 6710886.3 3355443.1 25.5
7 7933727 0 1 0.9984 0.539 2.34 2.489 2.517 2.34 12.7 6710886.3 3355443.1 38.3
7 7933813 0 1 0.9989 0.367 2.34 2.346 2.354 2.34 1.5 838860.7 1677721.5 6.3
7 8080352 0 1 0.9985 0.504 2.34 2.457 2.483 2.34 9.5 6710886.3 3355443.1 38.3
7 8081893 0 1 0.9927 2.516 2.34 4.277 3.314 3.507 76.7 6710886.3 13421772.7 53687091.1
7 8177931 0.036 0 0.0084 2.859 2.34 2.34 2.34 2.34 -1 -12.6 -42.8 -999.8
7 8937676 0 1 0.9988 0.401 2.34 2.367 2.384 2.34 4.7 3355443.1 3355443.1 12.7
